origin,op_unique_carrier,dep_hour,total,delayed,delay_rate
SNA,AA,11,9,1,0.1111
SNA,AA,12,12,4,0.3333
SNA,AA,13,18,4,0.2222
SNA,AA,14,6,1,0.1667
SNA,AA,16,10,3,0.3
SNA,AA,21,6,2,0.3333
SNA,AS,6,12,0,0.0
SNA,AS,7,6,1,0.1667
SNA,AS,9,6,0,0.0
SNA,AS,10,5,0,0.0
SNA,AS,11,6,2,0.3333
SNA,AS,13,6,0,0.0
SNA,AS,14,6,1,0.1667
SNA,AS,17,6,0,0.0
SNA,AS,18,6,0,0.0
SNA,AS,19,6,2,0.3333
SNA,AS,21,6,1,0.1667
SNA,DL,6,6,0,0.0
SNA,DL,7,12,1,0.0833
SNA,DL,8,6,1,0.1667
SNA,DL,10,10,1,0.1
SNA,DL,12,6,0,0.0
SNA,DL,13,10,0,0.0
SNA,DL,17,6,0,0.0
SNA,DL,19,8,3,0.375
SNA,F9,13,6,1,0.1667
SNA,F9,17,6,1,0.1667
SNA,NK,6,6,1,0.1667
SNA,NK,11,6,0,0.0
SNA,NK,14,6,0,0.0
SNA,NK,15,6,1,0.1667
SNA,OO,8,5,1,0.2
SNA,OO,10,13,1,0.0769
SNA,OO,12,5,1,0.2
SNA,OO,14,5,1,0.2
SNA,OO,15,10,1,0.1
SNA,OO,16,5,1,0.2
SNA,OO,18,5,2,0.4
SNA,UA,6,5,0,0.0
SNA,UA,7,20,1,0.05
SNA,UA,8,5,0,0.0
SNA,UA,10,5,0,0.0
SNA,UA,11,5,0,0.0
SNA,UA,12,10,0,0.0
SNA,UA,13,5,0,0.0
SNA,UA,14,5,0,0.0
SNA,UA,15,5,2,0.4
SNA,UA,16,5,0,0.0
SNA,UA,18,5,0,0.0
SNA,UA,19,5,1,0.2
SNA,UA,21,5,1,0.2
SNA,WN,6,15,0,0.0
SNA,WN,7,25,3,0.12
SNA,WN,8,16,0,0.0
SNA,WN,9,19,1,0.0526
SNA,WN,10,19,2,0.1053
SNA,WN,12,18,5,0.2778
SNA,WN,13,10,1,0.1
SNA,WN,14,14,4,0.2857
SNA,WN,15,11,1,0.0909
SNA,WN,16,20,7,0.35
SNA,WN,17,14,4,0.2857
SNA,WN,18,19,4,0.2105
SNA,WN,19,8,1,0.125
SNA,WN,20,19,4,0.2105
SPN,UA,9,5,0,0.0
SPS,OO,6,5,0,0.0
SPS,OO,14,5,0,0.0
SRQ,AA,6,6,0,0.0
SRQ,AA,11,6,2,0.3333
SRQ,AA,12,6,2,0.3333
SRQ,AA,13,5,2,0.4
SRQ,AA,14,6,0,0.0
SRQ,AA,15,6,3,0.5
SRQ,AA,16,6,1,0.1667
SRQ,AA,17,6,2,0.3333
SRQ,DL,6,6,0,0.0
SRQ,DL,7,5,1,0.2
SRQ,DL,8,6,0,0.0
SRQ,DL,11,6,1,0.1667
SRQ,DL,12,6,2,0.3333
SRQ,DL,13,6,0,0.0
SRQ,DL,14,6,1,0.1667
SRQ,DL,15,11,0,0.0
SRQ,DL,18,5,0,0.0
SRQ,F9,11,6,1,0.1667
SRQ,F9,18,5,1,0.2
SRQ,G4,10,6,1,0.1667
SRQ,G4,12,7,1,0.1429
SRQ,G4,15,8,2,0.25
SRQ,G4,16,5,0,0.0
SRQ,G4,20,5,2,0.4
SRQ,OH,10,5,1,0.2
SRQ,UA,6,5,0,0.0
SRQ,UA,7,5,0,0.0
SRQ,UA,11,10,1,0.1
SRQ,UA,13,5,1,0.2
SRQ,UA,16,10,3,0.3
SRQ,UA,18,5,0,0.0
SRQ,WN,6,9,0,0.0
SRQ,WN,7,5,0,0.0
SRQ,WN,11,5,1,0.2
SRQ,WN,12,6,1,0.1667
SRQ,WN,13,6,2,0.3333
SRQ,WN,15,10,2,0.2
SRQ,WN,17,10,3,0.3
SRQ,WN,18,6,0,0.0
STL,9E,6,6,1,0.1667
STL,9E,8,6,0,0.0
STL,9E,10,5,0,0.0
STL,9E,13,5,0,0.0
STL,9E,17,11,2,0.1818
STL,AA,5,17,0,0.0
STL,AA,6,16,0,0.0
STL,AA,7,18,1,0.0556
STL,AA,9,12,1,0.0833
STL,AA,11,5,0,0.0
STL,AA,17,7,2,0.2857
STL,AA,18,10,2,0.2
STL,AA,19,6,2,0.3333
STL,AS,7,6,0,0.0
STL,AS,14,6,3,0.5
STL,DL,6,18,0,0.0
STL,DL,7,6,0,0.0
STL,DL,10,11,1,0.0909
STL,DL,13,5,1,0.2
STL,DL,14,5,0,0.0
STL,DL,17,5,0,0.0
STL,F9,20,10,5,0.5
STL,MQ,10,7,0,0.0
STL,MQ,14,15,1,0.0667
STL,OH,6,5,0,0.0
STL,UA,5,5,0,0.0
STL,UA,6,5,0,0.0
STL,UA,8,5,0,0.0
STL,UA,13,5,1,0.2
STL,UA,16,5,0,0.0
STL,UA,17,5,0,0.0
STL,WN,5,35,0,0.0
STL,WN,6,20,0,0.0
STL,WN,7,11,0,0.0
STL,WN,8,65,9,0.1385
STL,WN,9,21,1,0.0476
STL,WN,10,55,5,0.0909
STL,WN,11,20,0,0.0
STL,WN,12,17,6,0.3529
STL,WN,13,33,7,0.2121
STL,WN,14,24,7,0.2917
STL,WN,15,38,16,0.4211
STL,WN,16,15,1,0.0667
STL,WN,17,22,3,0.1364
STL,WN,18,18,4,0.2222
STL,WN,19,60,23,0.3833
STL,WN,20,37,12,0.3243
STL,WN,21,61,18,0.2951
STL,WN,22,18,11,0.6111
STL,YX,6,5,0,0.0
STL,YX,8,5,0,0.0
STL,YX,11,5,0,0.0
STL,YX,14,8,0,0.0
STS,AS,14,5,0,0.0
STS,OO,7,5,1,0.2
STS,OO,8,5,0,0.0
STS,OO,12,5,1,0.2
STS,OO,13,8,2,0.25
STS,OO,16,5,1,0.2
STS,OO,17,10,1,0.1
STS,OO,18,5,1,0.2
STT,AA,13,8,0,0.0
STT,AA,14,10,0,0.0
STT,AA,15,7,4,0.5714
STT,AA,16,12,2,0.1667
STT,AA,17,7,1,0.1429
STT,DL,14,6,0,0.0
STT,DL,15,6,1,0.1667
STT,DL,17,6,1,0.1667
STT,NK,13,6,2,0.3333
STT,NK,16,6,3,0.5
STT,NK,18,6,1,0.1667
STT,UA,13,5,0,0.0
STT,UA,14,5,0,0.0
STT,UA,15,5,0,0.0
STX,AA,15,6,2,0.3333
STX,AA,16,6,1,0.1667
STX,AA,17,6,1,0.1667
STX,DL,15,5,2,0.4
STX,NK,17,6,2,0.3333
SUN,OO,7,10,0,0.0
SUN,OO,12,5,0,0.0
SUN,OO,13,5,0,0.0
SUN,OO,14,10,2,0.2
SUN,OO,16,5,0,0.0
SUN,OO,17,5,1,0.2
SUX,OO,6,5,0,0.0
SWO,OO,5,5,0,0.0
SWO,OO,14,5,0,0.0
SYR,9E,6,5,0,0.0
SYR,9E,12,6,0,0.0
SYR,AA,6,12,1,0.0833
SYR,AA,11,6,0,0.0
SYR,AA,17,5,1,0.2
SYR,B6,16,5,0,0.0
SYR,DL,5,6,0,0.0
SYR,DL,6,6,1,0.1667
SYR,DL,14,5,0,0.0
SYR,MQ,7,6,0,0.0
SYR,UA,6,10,2,0.2
SYR,UA,7,5,1,0.2
SYR,WN,6,5,0,0.0
SYR,WN,13,5,0,0.0
SYR,YX,5,9,0,0.0
SYR,YX,7,5,0,0.0
SYR,YX,11,5,0,0.0
SYR,YX,17,5,1,0.2
TLH,9E,11,5,0,0.0
TLH,DL,6,6,1,0.1667
TLH,DL,17,6,0,0.0
TLH,MQ,5,6,1,0.1667
TLH,MQ,6,12,0,0.0
TLH,MQ,7,6,0,0.0
TLH,MQ,11,6,0,0.0
TLH,MQ,13,6,2,0.3333
TLH,MQ,14,6,0,0.0
TLH,MQ,18,6,0,0.0
TLH,MQ,20,6,0,0.0
TPA,AA,5,6,0,0.0
TPA,AA,6,19,1,0.0526
TPA,AA,7,29,3,0.1034
TPA,AA,8,12,0,0.0
TPA,AA,9,18,0,0.0
TPA,AA,10,12,3,0.25
TPA,AA,11,30,6,0.2
TPA,AA,12,13,4,0.3077
TPA,AA,13,11,4,0.3636
TPA,AA,14,6,1,0.1667
TPA,AA,15,12,5,0.4167
TPA,AA,17,30,8,0.2667
TPA,AA,19,20,3,0.15
TPA,AS,7,6,3,0.5
TPA,AS,8,6,4,0.6667
TPA,AS,16,6,1,0.1667
TPA,AS,19,5,2,0.4
TPA,B6,6,8,0,0.0
TPA,B6,7,9,0,0.0
TPA,B6,9,7,1,0.1429
TPA,B6,10,10,2,0.2
TPA,B6,13,11,5,0.4545
TPA,B6,16,11,3,0.2727
TPA,B6,18,7,0,0.0
TPA,B6,20,8,3,0.375
TPA,DL,6,12,0,0.0
TPA,DL,7,42,7,0.1667
TPA,DL,8,9,1,0.1111
TPA,DL,9,18,4,0.2222
TPA,DL,10,5,1,0.2
TPA,DL,11,20,7,0.35
TPA,DL,12,18,0,0.0
TPA,DL,13,10,1,0.1
TPA,DL,14,12,0,0.0
TPA,DL,15,10,0,0.0
TPA,DL,16,15,1,0.0667
TPA,DL,17,12,0,0.0
TPA,DL,18,13,0,0.0
TPA,F9,5,6,0,0.0
TPA,F9,6,10,1,0.1
TPA,F9,7,15,2,0.1333
TPA,F9,8,10,1,0.1
TPA,F9,9,11,3,0.2727
TPA,F9,10,8,1,0.125
TPA,F9,12,6,3,0.5
TPA,F9,15,13,1,0.0769
TPA,F9,16,9,3,0.3333
TPA,F9,18,9,4,0.4444
TPA,F9,19,7,1,0.1429
TPA,F9,22,10,6,0.6
TPA,MQ,10,6,2,0.3333
TPA,MQ,15,12,1,0.0833
TPA,MQ,20,6,0,0.0
TPA,NK,6,13,1,0.0769
TPA,NK,7,6,0,0.0
TPA,NK,8,5,0,0.0
TPA,NK,9,14,0,0.0
TPA,NK,10,12,3,0.25
TPA,NK,12,9,4,0.4444
TPA,NK,14,15,5,0.3333
TPA,NK,15,6,2,0.3333
TPA,NK,18,8,0,0.0
TPA,NK,20,14,1,0.0714
TPA,NK,21,15,5,0.3333
TPA,NK,22,11,5,0.4545
TPA,UA,7,15,0,0.0
TPA,UA,8,15,1,0.0667
TPA,UA,9,5,1,0.2
TPA,UA,10,15,0,0.0
TPA,UA,11,5,0,0.0
TPA,UA,12,15,0,0.0
TPA,UA,14,15,2,0.1333
TPA,UA,15,10,3,0.3
TPA,UA,16,10,2,0.2
TPA,UA,17,20,3,0.15
TPA,UA,18,15,1,0.0667
TPA,WN,5,24,0,0.0
TPA,WN,6,34,2,0.0588
TPA,WN,7,23,1,0.0435
TPA,WN,8,17,1,0.0588
TPA,WN,9,30,2,0.0667
TPA,WN,10,7,1,0.1429
TPA,WN,11,14,4,0.2857
TPA,WN,12,25,8,0.32
TPA,WN,13,18,4,0.2222
TPA,WN,14,13,3,0.2308
TPA,WN,15,16,2,0.125
TPA,WN,16,19,5,0.2632
TPA,WN,17,23,3,0.1304
TPA,WN,18,18,6,0.3333
TPA,WN,19,11,6,0.5455
TPA,WN,20,16,2,0.125
TPA,WN,21,35,7,0.2
TRI,9E,6,6,1,0.1667
TRI,9E,11,6,0,0.0
TRI,MQ,7,6,0,0.0
TRI,MQ,16,5,1,0.2
TRI,MQ,18,6,1,0.1667
TTN,F9,8,6,0,0.0
TTN,F9,9,6,0,0.0
TTN,F9,10,5,2,0.4
TTN,F9,13,6,3,0.5
TTN,F9,18,7,3,0.4286
TTN,F9,21,5,1,0.2
TUL,9E,17,5,0,0.0
TUL,AA,5,5,0,0.0
TUL,AA,6,6,0,0.0
TUL,AA,7,6,0,0.0
TUL,AA,12,6,1,0.1667
TUL,AA,16,6,0,0.0
TUL,AA,18,6,2,0.3333
TUL,DL,6,6,0,0.0
TUL,DL,11,5,0,0.0
TUL,MQ,8,5,1,0.2
TUL,MQ,14,6,0,0.0
TUL,OH,12,5,0,0.0
TUL,OO,7,5,0,0.0
TUL,OO,8,8,0,0.0
TUL,OO,9,5,0,0.0
TUL,OO,11,5,0,0.0
TUL,OO,14,5,0,0.0
TUL,OO,15,5,1,0.2
TUL,OO,18,5,0,0.0
TUL,WN,5,6,0,0.0
TUL,WN,6,6,0,0.0
TUL,WN,7,9,3,0.3333
TUL,WN,10,6,0,0.0
TUL,WN,12,9,0,0.0
TUL,WN,14,8,1,0.125
TUL,WN,16,8,1,0.125
TUL,WN,17,6,0,0.0
TUL,WN,18,9,2,0.2222
TUS,AA,6,11,0,0.0
TUS,AA,7,6,0,0.0
TUS,AA,10,6,0,0.0
TUS,AA,12,6,1,0.1667
TUS,AA,13,9,0,0.0
TUS,AA,14,6,1,0.1667
TUS,AA,18,6,1,0.1667
TUS,AS,15,5,2,0.4
TUS,DL,6,6,0,0.0
TUS,DL,13,6,0,0.0
TUS,DL,14,6,0,0.0
TUS,DL,15,6,1,0.1667
TUS,OO,6,10,0,0.0
TUS,OO,7,13,1,0.0769
TUS,OO,8,9,2,0.2222
TUS,OO,9,10,0,0.0
TUS,OO,10,5,1,0.2
TUS,OO,11,10,0,0.0
TUS,OO,13,10,0,0.0
TUS,OO,14,10,1,0.1
TUS,OO,16,5,0,0.0
TUS,OO,17,5,1,0.2
TUS,OO,19,19,0,0.0
TUS,UA,6,5,0,0.0
TUS,UA,12,5,0,0.0
TUS,UA,14,10,0,0.0
TUS,WN,5,5,1,0.2
TUS,WN,6,5,2,0.4
TUS,WN,7,5,0,0.0
TUS,WN,11,6,1,0.1667
TUS,WN,12,9,0,0.0
TUS,WN,14,5,1,0.2
TUS,WN,15,5,1,0.2
TUS,WN,16,5,1,0.2
TUS,WN,17,5,0,0.0
TUS,WN,19,6,0,0.0
TVC,DL,6,6,0,0.0
TVC,MQ,12,6,2,0.3333
TVC,OO,18,5,0,0.0
TVC,UA,7,5,1,0.2
TVC,YX,14,5,0,0.0
TWF,OO,6,5,0,0.0
TWF,OO,13,5,0,0.0
TXK,OO,6,5,0,0.0
TXK,OO,10,5,1,0.2
TXK,OO,16,5,0,0.0
TYR,OO,6,5,0,0.0
TYR,OO,10,5,0,0.0
TYR,OO,18,5,0,0.0
TYS,9E,6,6,0,0.0
TYS,9E,7,6,0,0.0
TYS,9E,9,10,1,0.1
TYS,9E,10,7,0,0.0
TYS,9E,14,5,0,0.0
TYS,9E,18,5,0,0.0
TYS,AA,5,6,0,0.0
TYS,G4,6,5,0,0.0
TYS,G4,7,5,0,0.0
TYS,G4,12,7,3,0.4286
TYS,G4,18,5,3,0.6
TYS,MQ,6,6,0,0.0
TYS,MQ,17,5,0,0.0
TYS,OH,5,10,0,0.0
TYS,OH,7,10,0,0.0
TYS,OH,9,5,1,0.2
TYS,OH,10,5,0,0.0
TYS,OH,11,6,0,0.0
TYS,OH,13,5,1,0.2
TYS,OH,18,5,0,0.0
TYS,OO,7,5,0,0.0
TYS,OO,8,5,0,0.0
TYS,OO,16,5,0,0.0
TYS,OO,17,5,1,0.2
USA,G4,15,5,2,0.4
USA,G4,21,5,2,0.4
VEL,OO,14,5,0,0.0
VLD,9E,6,6,1,0.1667
VLD,9E,14,5,1,0.2
VPS,AA,7,11,5,0.4545
VPS,AA,13,11,2,0.1818
VPS,DL,6,6,0,0.0
VPS,DL,9,5,0,0.0
VPS,DL,12,6,0,0.0
VPS,DL,16,6,1,0.1667
VPS,OH,11,5,1,0.2
VPS,OH,16,5,0,0.0
VPS,WN,7,5,1,0.2
VPS,WN,10,5,0,0.0
VPS,WN,12,5,0,0.0
VPS,WN,14,5,0,0.0
VPS,WN,16,5,1,0.2
WRG,AS,11,5,1,0.2
WRG,AS,16,5,0,0.0
XNA,9E,6,6,0,0.0
XNA,AA,16,5,0,0.0
XNA,MQ,5,14,1,0.0714
XNA,MQ,6,12,1,0.0833
XNA,MQ,7,9,1,0.1111
XNA,MQ,8,12,1,0.0833
XNA,MQ,10,6,0,0.0
XNA,MQ,12,11,1,0.0909
XNA,MQ,14,6,1,0.1667
XNA,MQ,15,6,1,0.1667
XNA,MQ,16,6,1,0.1667
XNA,MQ,18,6,0,0.0
XNA,OO,6,5,1,0.2
XNA,OO,7,5,1,0.2
XNA,OO,8,5,0,0.0
XNA,OO,11,9,2,0.2222
XNA,OO,14,5,0,0.0
XNA,OO,16,10,0,0.0
XNA,OO,17,5,0,0.0
XNA,YX,6,5,0,0.0
XWA,OO,7,6,0,0.0
XWA,OO,15,9,1,0.1111
YAK,AS,17,5,1,0.2
YUM,OO,6,8,0,0.0
YUM,OO,12,5,2,0.4
