origin,op_unique_carrier,dep_hour,total,delayed,delay_rate
BUR,AS,12,6,0,0.0
BUR,AS,17,5,1,0.2
BUR,AS,21,5,0,0.0
BUR,NK,10,5,2,0.4
BUR,OO,7,5,1,0.2
BUR,OO,8,5,1,0.2
BUR,OO,10,10,1,0.1
BUR,OO,12,5,2,0.4
BUR,OO,13,10,1,0.1
BUR,OO,14,5,0,0.0
BUR,OO,17,10,2,0.2
BUR,OO,18,9,2,0.2222
BUR,OO,20,5,2,0.4
BUR,UA,7,5,0,0.0
BUR,UA,9,5,1,0.2
BUR,WN,7,35,2,0.0571
BUR,WN,8,31,0,0.0
BUR,WN,9,23,1,0.0435
BUR,WN,10,20,3,0.15
BUR,WN,11,15,1,0.0667
BUR,WN,12,15,2,0.1333
BUR,WN,13,12,2,0.1667
BUR,WN,14,18,5,0.2778
BUR,WN,15,28,3,0.1071
BUR,WN,16,14,4,0.2857
BUR,WN,17,25,6,0.24
BUR,WN,18,21,4,0.1905
BUR,WN,19,13,6,0.4615
BUR,WN,20,25,3,0.12
BWI,9E,17,6,1,0.1667
BWI,AA,5,5,0,0.0
BWI,AA,6,18,0,0.0
BWI,AA,7,6,0,0.0
BWI,AA,9,6,0,0.0
BWI,AA,13,6,1,0.1667
BWI,AA,15,6,2,0.3333
BWI,AA,19,8,2,0.25
BWI,AS,18,5,3,0.6
BWI,DL,6,24,2,0.0833
BWI,DL,8,5,0,0.0
BWI,DL,11,6,2,0.3333
BWI,DL,13,5,1,0.2
BWI,DL,14,5,3,0.6
BWI,DL,15,7,0,0.0
BWI,DL,16,5,0,0.0
BWI,DL,18,6,0,0.0
BWI,F9,8,6,1,0.1667
BWI,F9,9,5,0,0.0
BWI,F9,12,5,2,0.4
BWI,F9,15,5,2,0.4
BWI,F9,18,8,2,0.25
BWI,F9,20,8,3,0.375
BWI,MQ,7,6,0,0.0
BWI,NK,5,13,2,0.1538
BWI,NK,6,13,0,0.0
BWI,NK,11,10,4,0.4
BWI,NK,12,5,0,0.0
BWI,NK,14,9,0,0.0
BWI,NK,17,7,3,0.4286
BWI,NK,18,11,4,0.3636
BWI,NK,19,9,3,0.3333
BWI,UA,6,19,5,0.2632
BWI,UA,8,6,0,0.0
BWI,UA,10,8,0,0.0
BWI,UA,15,5,1,0.2
BWI,UA,17,5,0,0.0
BWI,WN,6,84,6,0.0714
BWI,WN,7,42,3,0.0714
BWI,WN,8,91,16,0.1758
BWI,WN,9,77,17,0.2208
BWI,WN,10,39,9,0.2308
BWI,WN,11,66,10,0.1515
BWI,WN,12,44,9,0.2045
BWI,WN,13,61,16,0.2623
BWI,WN,14,65,18,0.2769
BWI,WN,15,84,44,0.5238
BWI,WN,16,34,10,0.2941
BWI,WN,17,47,14,0.2979
BWI,WN,18,49,25,0.5102
BWI,WN,19,84,46,0.5476
BWI,WN,20,52,28,0.5385
BWI,WN,21,110,55,0.5
BWI,WN,22,33,22,0.6667
BZN,AA,11,6,0,0.0
BZN,AA,13,6,3,0.5
BZN,AA,15,6,1,0.1667
BZN,DL,5,6,0,0.0
BZN,DL,6,6,0,0.0
BZN,DL,12,11,5,0.4545
BZN,DL,14,10,0,0.0
BZN,OO,6,5,0,0.0
BZN,OO,10,5,1,0.2
BZN,OO,12,5,1,0.2
BZN,OO,14,6,0,0.0
BZN,OO,15,10,0,0.0
BZN,UA,6,5,1,0.2
BZN,UA,7,5,1,0.2
BZN,UA,11,5,0,0.0
BZN,UA,12,5,1,0.2
BZN,UA,14,10,0,0.0
BZN,UA,15,5,0,0.0
BZN,UA,16,5,1,0.2
BZN,WN,6,5,0,0.0
BZN,WN,7,5,0,0.0
BZN,WN,11,5,1,0.2
BZN,WN,13,5,0,0.0
BZN,WN,18,5,1,0.2
CAE,9E,16,6,1,0.1667
CAE,AA,5,6,1,0.1667
CAE,AA,17,6,1,0.1667
CAE,DL,6,6,0,0.0
CAE,DL,11,5,1,0.2
CAE,DL,17,6,1,0.1667
CAE,DL,19,5,0,0.0
CAE,OH,10,6,1,0.1667
CAE,OH,16,5,0,0.0
CAE,OO,6,5,0,0.0
CAK,OH,6,11,1,0.0909
CAK,OH,8,5,0,0.0
CAK,OH,13,5,1,0.2
CAK,OO,17,5,0,0.0
CDV,AS,13,5,0,0.0
CDV,AS,15,5,1,0.2
CHA,9E,10,6,0,0.0
CHA,9E,16,6,1,0.1667
CHA,9E,19,5,0,0.0
CHA,DL,6,6,0,0.0
CHA,MQ,6,6,1,0.1667
CHA,MQ,12,6,1,0.1667
CHA,OH,14,5,0,0.0
CHA,OO,7,5,1,0.2
CHA,OO,12,5,1,0.2
CHA,OO,17,5,1,0.2
CHO,9E,8,5,0,0.0
CHO,DL,6,5,0,0.0
CHO,OO,10,5,1,0.2
CHO,YX,19,5,1,0.2
CHS,9E,7,6,0,0.0
CHS,9E,8,6,0,0.0
CHS,9E,13,5,0,0.0
CHS,AA,5,5,1,0.2
CHS,AA,6,12,0,0.0
CHS,AA,7,6,1,0.1667
CHS,AA,9,6,0,0.0
CHS,AA,11,5,0,0.0
CHS,AA,15,5,0,0.0
CHS,AA,18,12,6,0.5
CHS,AS,17,6,1,0.1667
CHS,B6,14,5,0,0.0
CHS,DL,7,10,1,0.1
CHS,DL,10,5,0,0.0
CHS,DL,12,6,1,0.1667
CHS,DL,13,12,3,0.25
CHS,DL,14,5,1,0.2
CHS,DL,17,5,0,0.0
CHS,DL,20,5,0,0.0
CHS,NK,7,6,1,0.1667
CHS,NK,13,6,2,0.3333
CHS,NK,18,6,1,0.1667
CHS,OH,6,6,1,0.1667
CHS,OH,11,11,1,0.0909
CHS,OH,12,5,0,0.0
CHS,OH,14,5,0,0.0
CHS,OH,16,6,1,0.1667
CHS,OH,18,6,2,0.3333
CHS,OH,19,5,0,0.0
CHS,OO,6,5,0,0.0
CHS,UA,6,5,0,0.0
CHS,UA,8,5,2,0.4
CHS,UA,10,5,0,0.0
CHS,UA,11,5,0,0.0
CHS,UA,15,5,0,0.0
CHS,UA,16,5,0,0.0
CHS,UA,17,5,0,0.0
CHS,WN,6,6,1,0.1667
CHS,WN,13,6,1,0.1667
CHS,WN,17,5,1,0.2
CHS,YX,11,5,1,0.2
CHS,YX,15,5,1,0.2
CID,9E,6,6,1,0.1667
CID,9E,15,6,2,0.3333
CID,AA,5,6,2,0.3333
CID,AA,7,6,1,0.1667
CID,AA,14,6,2,0.3333
CID,DL,5,6,0,0.0
CID,G4,9,5,0,0.0
CID,MQ,13,6,0,0.0
CID,MQ,16,6,1,0.1667
CID,OH,10,5,0,0.0
CID,OO,6,5,0,0.0
CID,OO,11,5,1,0.2
CID,OO,17,5,0,0.0
CID,UA,8,5,0,0.0
CID,UA,15,5,1,0.2
CIU,OO,13,5,2,0.4
CLE,9E,6,5,0,0.0
CLE,9E,7,5,0,0.0
CLE,9E,8,6,1,0.1667
CLE,9E,10,6,0,0.0
CLE,9E,12,6,0,0.0
CLE,9E,16,5,1,0.2
CLE,9E,17,9,1,0.1111
CLE,AA,5,6,1,0.1667
CLE,AA,6,14,2,0.1429
CLE,AA,7,6,2,0.3333
CLE,AA,8,9,1,0.1111
CLE,AA,9,12,1,0.0833
CLE,AA,13,6,1,0.1667
CLE,AA,14,6,1,0.1667
CLE,AA,17,12,4,0.3333
CLE,AS,18,6,0,0.0
CLE,DL,6,12,1,0.0833
CLE,DL,7,6,0,0.0
CLE,DL,11,5,1,0.2
CLE,DL,14,5,2,0.4
CLE,DL,17,5,1,0.2
CLE,F9,5,8,1,0.125
CLE,F9,7,6,1,0.1667
CLE,F9,9,9,1,0.1111
CLE,F9,10,5,1,0.2
CLE,F9,11,5,2,0.4
CLE,F9,12,5,2,0.4
CLE,F9,13,9,4,0.4444
CLE,F9,14,7,2,0.2857
CLE,F9,19,10,6,0.6
CLE,F9,20,10,7,0.7
CLE,F9,21,9,6,0.6667
CLE,NK,5,5,0,0.0
CLE,NK,8,6,0,0.0
CLE,NK,17,6,3,0.5
CLE,NK,21,11,6,0.5455
CLE,OH,6,5,0,0.0
CLE,OO,14,5,0,0.0
CLE,OO,18,5,0,0.0
CLE,UA,6,15,0,0.0
CLE,UA,7,20,0,0.0
CLE,UA,8,24,3,0.125
CLE,UA,9,5,0,0.0
CLE,UA,10,10,0,0.0
CLE,UA,12,10,1,0.1
CLE,UA,14,10,2,0.2
CLE,UA,15,5,0,0.0
CLE,UA,16,5,0,0.0
CLE,UA,18,10,2,0.2
CLE,UA,19,5,1,0.2
CLE,WN,5,6,0,0.0
CLE,WN,6,5,0,0.0
CLE,WN,7,5,0,0.0
CLE,WN,11,9,2,0.2222
CLE,WN,14,6,2,0.3333
CLE,WN,17,8,1,0.125
CLE,WN,19,8,1,0.125
CLE,WN,20,5,0,0.0
CLE,YX,6,5,0,0.0
CLE,YX,10,5,0,0.0
CLE,YX,12,5,0,0.0
CLL,MQ,5,5,1,0.2
CLL,MQ,10,6,0,0.0
CLL,OO,18,5,0,0.0
CLT,9E,8,5,1,0.2
CLT,9E,11,6,1,0.1667
CLT,9E,13,7,1,0.1429
CLT,9E,16,10,2,0.2
CLT,9E,17,7,1,0.1429
CLT,AA,5,11,0,0.0
CLT,AA,7,167,17,0.1018
CLT,AA,8,21,1,0.0476
CLT,AA,9,195,15,0.0769
CLT,AA,10,23,4,0.1739
CLT,AA,11,200,39,0.195
CLT,AA,12,24,5,0.2083
CLT,AA,13,144,27,0.1875
CLT,AA,14,138,34,0.2464
CLT,AA,15,36,10,0.2778
CLT,AA,16,161,43,0.2671
CLT,AA,17,48,12,0.25
CLT,AA,18,221,72,0.3258
CLT,AA,19,24,14,0.5833
CLT,AA,20,199,65,0.3266
CLT,AA,21,65,28,0.4308
CLT,AA,22,152,47,0.3092
CLT,DL,6,18,0,0.0
CLT,DL,7,12,1,0.0833
CLT,DL,11,5,1,0.2
CLT,DL,12,5,0,0.0
CLT,DL,14,7,0,0.0
CLT,DL,18,10,1,0.1
CLT,F9,6,6,3,0.5
CLT,F9,14,5,1,0.2
CLT,MQ,9,6,0,0.0
CLT,MQ,10,5,0,0.0
CLT,MQ,11,13,3,0.2308
CLT,MQ,13,12,1,0.0833
CLT,MQ,16,24,5,0.2083
CLT,MQ,17,6,4,0.6667
CLT,MQ,20,18,5,0.2778
CLT,MQ,21,10,3,0.3
CLT,NK,5,5,0,0.0
CLT,NK,7,6,0,0.0
CLT,NK,8,5,2,0.4
CLT,NK,9,11,1,0.0909
CLT,NK,10,6,2,0.3333
CLT,NK,11,8,5,0.625
CLT,NK,12,12,6,0.5
CLT,NK,15,5,4,0.8
CLT,NK,17,5,0,0.0
CLT,NK,18,6,2,0.3333
CLT,NK,21,6,2,0.3333
CLT,NK,22,6,5,0.8333
CLT,OH,7,44,3,0.0682
CLT,OH,9,100,3,0.03
CLT,OH,10,11,3,0.2727
CLT,OH,11,85,11,0.1294
CLT,OH,12,10,0,0.0
CLT,OH,13,45,0,0.0
CLT,OH,14,71,9,0.1268
CLT,OH,15,41,2,0.0488
CLT,OH,16,63,14,0.2222
CLT,OH,17,5,2,0.4
CLT,OH,18,67,5,0.0746
CLT,OH,19,10,0,0.0
CLT,OH,20,90,14,0.1556
CLT,OH,21,29,5,0.1724
CLT,OH,22,40,6,0.15
CLT,UA,6,15,0,0.0
CLT,UA,8,5,1,0.2
CLT,UA,16,5,1,0.2
CLT,UA,18,6,0,0.0
CLT,WN,6,6,0,0.0
CLT,WN,7,5,1,0.2
CLT,WN,11,5,1,0.2
CLT,WN,12,5,2,0.4
CLT,WN,13,5,1,0.2
CLT,WN,16,5,0,0.0
CLT,WN,19,9,6,0.6667
CLT,YX,7,10,0,0.0
CLT,YX,10,5,1,0.2
CLT,YX,11,5,0,0.0
CMH,9E,11,5,0,0.0
CMH,9E,16,5,2,0.4
CMH,AA,5,10,1,0.1
CMH,AA,7,6,1,0.1667
CMH,AA,8,6,0,0.0
CMH,AA,13,6,2,0.3333
CMH,AA,17,5,0,0.0
CMH,AA,18,6,1,0.1667
CMH,AA,19,5,1,0.2
CMH,AS,18,5,0,0.0
CMH,DL,6,6,0,0.0
CMH,DL,7,6,0,0.0
CMH,DL,11,6,0,0.0
CMH,DL,13,5,0,0.0
CMH,MQ,6,8,1,0.125
CMH,MQ,8,12,2,0.1667
CMH,MQ,18,5,1,0.2
CMH,MQ,21,5,1,0.2
CMH,NK,5,6,0,0.0
CMH,NK,7,6,1,0.1667
CMH,NK,14,10,4,0.4
CMH,OH,15,5,0,0.0
CMH,OO,6,6,0,0.0
CMH,UA,6,5,0,0.0
CMH,UA,7,5,0,0.0
CMH,UA,8,5,1,0.2
CMH,UA,16,10,2,0.2
CMH,WN,5,16,0,0.0
CMH,WN,6,16,0,0.0
CMH,WN,8,12,0,0.0
CMH,WN,9,7,0,0.0
CMH,WN,10,7,0,0.0
CMH,WN,11,22,2,0.0909
CMH,WN,12,5,1,0.2
CMH,WN,13,9,2,0.2222
CMH,WN,14,8,2,0.25
CMH,WN,15,11,5,0.4545
CMH,WN,16,6,4,0.6667
CMH,WN,17,9,2,0.2222
CMH,WN,18,9,2,0.2222
CMH,WN,19,6,5,0.8333
CMH,WN,20,24,5,0.2083
CMH,YX,6,24,1,0.0417
CMH,YX,8,21,0,0.0
CMH,YX,9,11,0,0.0
CMH,YX,10,8,0,0.0
CMH,YX,11,6,0,0.0
CMH,YX,12,7,1,0.1429
CMH,YX,14,5,1,0.2
CMH,YX,15,10,0,0.0
CMH,YX,16,5,0,0.0
CMH,YX,17,11,0,0.0
CMI,MQ,5,6,1,0.1667
CMI,MQ,11,6,2,0.3333
CMI,MQ,15,6,1,0.1667
CNY,OO,18,5,1,0.2
COS,AA,6,5,2,0.4
COS,AA,10,6,2,0.3333
COS,DL,6,6,1,0.1667
COS,OO,6,5,0,0.0
COS,OO,7,9,1,0.1111
COS,OO,8,10,0,0.0
COS,OO,9,10,0,0.0
COS,OO,13,10,1,0.1
COS,OO,14,5,2,0.4
COS,OO,15,5,0,0.0
COS,OO,17,5,1,0.2
COS,OO,18,5,0,0.0
COS,UA,7,5,1,0.2
COS,WN,6,9,0,0.0
COS,WN,7,9,0,0.0
COS,WN,10,6,0,0.0
COS,WN,11,5,0,0.0
COS,WN,12,6,0,0.0
COS,WN,13,8,1,0.125
COS,WN,14,6,1,0.1667
COS,WN,15,6,3,0.5
COS,WN,16,5,0,0.0
COS,WN,17,5,1,0.2
COS,WN,18,5,3,0.6
COS,WN,19,5,2,0.4
COU,MQ,5,6,0,0.0
COU,MQ,7,6,1,0.1667
COU,MQ,12,6,1,0.1667
COU,MQ,15,6,1,0.1667
COU,MQ,18,6,0,0.0
CPR,OO,7,5,0,0.0
CPR,OO,15,5,0,0.0
CPR,OO,17,5,0,0.0
CRP,MQ,6,6,1,0.1667
CRP,MQ,7,6,1,0.1667
CRP,MQ,10,6,3,0.5
CRP,MQ,13,6,0,0.0
CRP,MQ,16,6,0,0.0
CRP,MQ,18,6,0,0.0
CRW,9E,6,6,0,0.0
CRW,9E,12,6,1,0.1667
CRW,OH,12,5,2,0.4
CRW,OH,18,5,0,0.0
CRW,OO,7,5,0,0.0
CRW,OO,17,5,0,0.0
CSG,OO,6,5,0,0.0
CSG,OO,12,5,0,0.0
CVG,9E,7,16,0,0.0
CVG,9E,9,6,0,0.0
CVG,9E,12,11,0,0.0
CVG,9E,13,6,0,0.0
CVG,9E,15,12,0,0.0
CVG,9E,16,10,1,0.1
CVG,9E,18,10,0,0.0
CVG,AA,5,6,0,0.0
CVG,AA,6,5,0,0.0
CVG,AA,7,6,4,0.6667
CVG,AA,9,6,0,0.0
CVG,AA,13,5,0,0.0
CVG,AA,17,6,0,0.0
CVG,AS,17,6,1,0.1667
CVG,DL,5,6,0,0.0
CVG,DL,6,22,0,0.0
CVG,DL,7,7,0,0.0
CVG,DL,8,23,0,0.0
CVG,DL,11,6,1,0.1667
CVG,DL,12,6,0,0.0
CVG,DL,13,5,1,0.2
CVG,DL,14,6,0,0.0
CVG,DL,16,12,1,0.0833
CVG,DL,17,6,0,0.0
CVG,F9,8,10,0,0.0
CVG,F9,12,5,1,0.2
CVG,F9,13,6,4,0.6667
CVG,F9,14,7,2,0.2857
CVG,F9,18,11,3,0.2727
CVG,F9,19,7,4,0.5714
CVG,F9,20,6,1,0.1667
CVG,F9,21,9,1,0.1111
CVG,G4,6,12,0,0.0
CVG,G4,10,7,0,0.0
CVG,G4,11,6,1,0.1667
CVG,G4,12,5,1,0.2
CVG,G4,13,9,5,0.5556
CVG,G4,15,6,0,0.0
CVG,G4,18,5,1,0.2
CVG,MQ,6,6,2,0.3333
CVG,MQ,7,23,0,0.0
CVG,MQ,8,6,1,0.1667
CVG,MQ,12,6,0,0.0
CVG,MQ,17,5,0,0.0
CVG,MQ,19,6,1,0.1667
CVG,OH,7,5,0,0.0
CVG,OH,8,10,1,0.1
CVG,OH,11,5,0,0.0
CVG,OH,15,6,0,0.0
CVG,OO,13,5,0,0.0
CVG,UA,6,10,0,0.0
CVG,UA,7,5,0,0.0
CVG,UA,9,5,1,0.2
CVG,UA,15,5,1,0.2
CVG,UA,16,5,0,0.0
CVG,WN,11,5,0,0.0
CVG,WN,16,5,1,0.2
CVG,YX,10,10,0,0.0
CVG,YX,11,6,0,0.0
CVG,YX,13,5,0,0.0
CVG,YX,17,5,0,0.0
CVG,YX,18,14,0,0.0
CVG,YX,19,5,0,0.0
CVG,YX,20,5,0,0.0
CWA,9E,6,6,0,0.0
CWA,9E,16,6,0,0.0
DAB,AA,6,6,2,0.3333
DAB,AA,12,5,1,0.2
DAB,DL,6,6,0,0.0
DAB,DL,11,6,0,0.0
DAB,DL,16,5,0,0.0
DAB,OH,17,5,0,0.0
DAL,AS,14,5,0,0.0
DAL,AS,20,5,1,0.2
DAL,DL,6,6,0,0.0
DAL,DL,7,5,0,0.0
DAL,DL,12,5,0,0.0
DAL,DL,14,5,1,0.2
DAL,DL,18,6,3,0.5
DAL,WN,6,85,3,0.0353
DAL,WN,7,76,9,0.1184
DAL,WN,8,68,9,0.1324
DAL,WN,9,64,14,0.2188
DAL,WN,10,52,7,0.1346
DAL,WN,11,63,8,0.127
DAL,WN,12,71,12,0.169
DAL,WN,13,58,10,0.1724
DAL,WN,14,59,11,0.1864
DAL,WN,15,51,10,0.1961
DAL,WN,16,53,6,0.1132
DAL,WN,17,71,13,0.1831
DAL,WN,18,54,13,0.2407
DAL,WN,19,61,23,0.377
DAL,WN,20,61,18,0.2951
DAL,WN,21,62,26,0.4194
DAL,WN,22,25,11,0.44
DAY,9E,12,6,0,0.0
DAY,9E,19,5,1,0.2
DAY,DL,6,6,1,0.1667
DAY,OH,5,5,0,0.0
DAY,OH,7,6,0,0.0
DAY,OH,8,5,0,0.0
DAY,OH,12,5,0,0.0
DAY,OH,13,5,0,0.0
DAY,OH,14,5,1,0.2
DAY,OH,18,8,0,0.0
DAY,OO,8,5,0,0.0
DAY,OO,18,5,0,0.0
DAY,YX,15,5,0,0.0
DCA,AA,5,17,1,0.0588
DCA,AA,6,30,2,0.0667
DCA,AA,7,24,1,0.0417
DCA,AA,8,54,3,0.0556
DCA,AA,9,6,2,0.3333
DCA,AA,10,41,2,0.0488
DCA,AA,11,6,1,0.1667
DCA,AA,12,17,2,0.1176
DCA,AA,13,14,1,0.0714
DCA,AA,14,6,1,0.1667
DCA,AA,15,35,8,0.2286
DCA,AA,17,40,8,0.2
DCA,AA,18,16,5,0.3125
DCA,AA,19,11,1,0.0909
DCA,AA,20,17,5,0.2941
DCA,AA,22,10,4,0.4
DCA,AS,8,6,0,0.0
DCA,AS,9,6,0,0.0
DCA,AS,17,12,5,0.4167
DCA,AS,18,6,1,0.1667
DCA,B6,6,8,0,0.0
DCA,B6,7,9,0,0.0
DCA,B6,8,15,2,0.1333
DCA,B6,10,14,4,0.2857
DCA,B6,11,5,0,0.0
DCA,B6,12,8,0,0.0
DCA,B6,13,12,1,0.0833
DCA,B6,16,9,3,0.3333
DCA,B6,17,6,2,0.3333
DCA,B6,18,7,2,0.2857
DCA,B6,19,5,1,0.2
DCA,B6,20,9,2,0.2222
DCA,DL,6,18,1,0.0556
DCA,DL,7,12,0,0.0
DCA,DL,9,6,2,0.3333
DCA,DL,11,11,1,0.0909
DCA,DL,12,8,1,0.125
DCA,DL,13,5,0,0.0
DCA,DL,14,5,1,0.2
DCA,DL,15,12,0,0.0
DCA,DL,17,18,3,0.1667
DCA,DL,18,7,1,0.1429
DCA,DL,19,10,1,0.1
DCA,F9,7,6,0,0.0
DCA,F9,13,6,0,0.0
DCA,F9,18,6,1,0.1667
DCA,MQ,10,12,1,0.0833
DCA,MQ,11,6,1,0.1667
DCA,MQ,13,6,1,0.1667
DCA,MQ,14,6,0,0.0
DCA,MQ,16,6,2,0.3333
DCA,MQ,19,6,0,0.0
DCA,MQ,20,6,1,0.1667
DCA,OH,6,6,0,0.0
DCA,OH,7,11,2,0.1818
DCA,OH,8,75,3,0.04
DCA,OH,9,16,0,0.0
DCA,OH,10,43,3,0.0698
DCA,OH,11,18,4,0.2222
DCA,OH,12,12,0,0.0
DCA,OH,13,36,7,0.1944
DCA,OH,14,35,3,0.0857
DCA,OH,15,48,4,0.0833
DCA,OH,16,10,1,0.1
DCA,OH,17,22,0,0.0
DCA,OH,19,37,0,0.0
DCA,OH,20,43,8,0.186
DCA,OH,22,34,3,0.0882
DCA,UA,6,5,0,0.0
DCA,UA,8,10,0,0.0
DCA,UA,9,5,0,0.0
DCA,UA,10,5,0,0.0
DCA,UA,12,5,1,0.2
DCA,UA,13,5,1,0.2
DCA,UA,15,7,2,0.2857
DCA,UA,16,5,0,0.0
DCA,UA,17,10,1,0.1
DCA,UA,18,5,0,0.0
DCA,WN,6,35,0,0.0
DCA,WN,7,10,0,0.0
DCA,WN,8,5,0,0.0
DCA,WN,9,10,0,0.0
DCA,WN,11,25,5,0.2
DCA,WN,12,15,3,0.2
DCA,WN,13,20,5,0.25
DCA,WN,14,5,2,0.4
DCA,WN,15,20,8,0.4
DCA,WN,16,20,13,0.65
DCA,WN,17,15,9,0.6
DCA,WN,18,15,7,0.4667
DCA,WN,19,20,6,0.3
DCA,WN,20,10,4,0.4
DCA,YX,6,15,0,0.0
DCA,YX,7,15,1,0.0667
DCA,YX,8,25,4,0.16
DCA,YX,9,6,0,0.0
DCA,YX,10,25,1,0.04
DCA,YX,11,13,0,0.0
DCA,YX,12,16,0,0.0
DCA,YX,13,21,1,0.0476
DCA,YX,14,7,0,0.0
DCA,YX,15,32,1,0.0312
DCA,YX,16,5,0,0.0
DCA,YX,17,18,0,0.0
DCA,YX,19,17,1,0.0588
DCA,YX,22,13,0,0.0
DDC,OO,19,5,1,0.2
DEC,OO,9,5,0,0.0
DEC,OO,18,5,0,0.0
DEN,AA,0,6,0,0.0
DEN,AA,5,11,0,0.0
DEN,AA,6,11,0,0.0
DEN,AA,7,18,3,0.1667
DEN,AA,8,12,1,0.0833
DEN,AA,9,6,0,0.0
DEN,AA,10,11,3,0.2727
DEN,AA,12,18,1,0.0556
DEN,AA,14,6,1,0.1667
DEN,AA,15,6,1,0.1667
DEN,AA,16,10,1,0.1
DEN,AA,18,10,4,0.4
DEN,AA,23,12,2,0.1667
DEN,AS,6,5,2,0.4
DEN,AS,10,6,1,0.1667
DEN,AS,15,6,2,0.3333
DEN,AS,18,6,1,0.1667
DEN,AS,19,6,1,0.1667
DEN,AS,21,5,0,0.0
DEN,B6,9,5,1,0.2
DEN,B6,23,6,3,0.5
DEN,DL,0,5,0,0.0
DEN,DL,5,11,1,0.0909
DEN,DL,6,18,1,0.0556
DEN,DL,7,13,2,0.1538
DEN,DL,8,23,0,0.0
DEN,DL,10,6,0,0.0
DEN,DL,11,19,2,0.1053
DEN,DL,12,30,2,0.0667
DEN,DL,14,12,1,0.0833
DEN,DL,15,12,1,0.0833
DEN,DL,17,11,1,0.0909
DEN,DL,18,23,2,0.087
DEN,F9,0,24,4,0.1667
DEN,F9,5,14,1,0.0714
DEN,F9,6,42,1,0.0238
DEN,F9,7,19,1,0.0526
DEN,F9,8,12,2,0.1667
DEN,F9,9,5,1,0.2
DEN,F9,10,26,1,0.0385
DEN,F9,11,16,2,0.125
DEN,F9,12,12,0,0.0
DEN,F9,13,14,3,0.2143
DEN,F9,14,6,0,0.0
DEN,F9,15,14,2,0.1429
DEN,F9,16,32,2,0.0625
DEN,F9,17,18,1,0.0556
DEN,F9,18,13,2,0.1538
DEN,F9,19,15,3,0.2
DEN,F9,21,16,1,0.0625
DEN,F9,22,22,1,0.0455
DEN,F9,23,10,0,0.0
DEN,NK,10,6,4,0.6667
DEN,NK,23,6,6,1.0
DEN,OO,7,23,1,0.0435
DEN,OO,8,27,4,0.1481
DEN,OO,9,24,2,0.0833
DEN,OO,10,60,2,0.0333
DEN,OO,11,95,12,0.1263
DEN,OO,12,20,2,0.1
DEN,OO,13,77,9,0.1169
DEN,OO,15,53,7,0.1321
DEN,OO,16,42,3,0.0714
DEN,OO,17,80,4,0.05
DEN,OO,18,20,5,0.25
DEN,OO,19,68,7,0.1029
DEN,OO,20,60,7,0.1167
DEN,OO,21,35,2,0.0571
DEN,UA,5,9,1,0.1111
DEN,UA,6,13,0,0.0
DEN,UA,7,60,3,0.05
DEN,UA,8,59,2,0.0339
DEN,UA,9,145,21,0.1448
DEN,UA,10,71,8,0.1127
DEN,UA,11,174,23,0.1322
DEN,UA,12,20,2,0.1
DEN,UA,13,145,14,0.0966
DEN,UA,14,15,3,0.2
DEN,UA,15,45,2,0.0444
DEN,UA,16,69,5,0.0725
DEN,UA,17,194,27,0.1392
DEN,UA,18,41,6,0.1463
DEN,UA,19,179,27,0.1508
DEN,UA,20,85,7,0.0824
DEN,UA,23,10,1,0.1
DEN,WN,5,70,0,0.0
DEN,WN,6,79,3,0.038
DEN,WN,7,78,4,0.0513
DEN,WN,8,98,11,0.1122
DEN,WN,9,72,14,0.1944
DEN,WN,10,76,12,0.1579
DEN,WN,11,87,21,0.2414
DEN,WN,12,89,33,0.3708
DEN,WN,13,84,44,0.5238
DEN,WN,14,79,20,0.2532
DEN,WN,15,103,43,0.4175
DEN,WN,16,89,48,0.5393
DEN,WN,17,67,37,0.5522
DEN,WN,18,91,57,0.6264
DEN,WN,19,95,55,0.5789
DEN,WN,20,90,46,0.5111
DEN,WN,21,99,35,0.3535
DEN,WN,22,44,21,0.4773
DFW,AA,5,32,2,0.0625
DFW,AA,6,11,2,0.1818
DFW,AA,7,178,20,0.1124
DFW,AA,8,267,44,0.1648
DFW,AA,9,70,11,0.1571
DFW,AA,10,222,43,0.1937
DFW,AA,11,103,33,0.3204
DFW,AA,12,209,41,0.1962
DFW,AA,13,95,20,0.2105
DFW,AA,14,182,52,0.2857
DFW,AA,15,109,36,0.3303
DFW,AA,16,161,45,0.2795
DFW,AA,17,126,35,0.2778
DFW,AA,18,151,48,0.3179
DFW,AA,19,221,69,0.3122
DFW,AA,20,219,71,0.3242
DFW,AA,21,101,26,0.2574
DFW,AA,22,91,23,0.2527
DFW,AS,6,6,1,0.1667
DFW,AS,8,6,2,0.3333
DFW,AS,13,6,1,0.1667
DFW,AS,15,5,0,0.0
DFW,AS,17,6,2,0.3333
DFW,DL,5,18,0,0.0
DFW,DL,6,22,0,0.0
DFW,DL,7,13,2,0.1538
DFW,DL,8,6,0,0.0
DFW,DL,10,6,2,0.3333
DFW,DL,11,13,0,0.0
DFW,DL,12,21,1,0.0476
DFW,DL,13,8,1,0.125
DFW,DL,14,17,1,0.0588
DFW,DL,15,7,0,0.0
DFW,DL,16,11,2,0.1818
DFW,DL,17,11,2,0.1818
DFW,DL,18,12,2,0.1667
DFW,DL,19,13,1,0.0769
DFW,F9,0,6,2,0.3333
DFW,F9,5,6,1,0.1667
DFW,F9,6,6,1,0.1667
