op_unique_carrier,origin,dest,dep_hour,flights
WN,FLL,BWI,21,5
WN,FLL,CMH,17,5
WN,FLL,DAL,6,4
WN,FLL,DAL,19,5
WN,FLL,DCA,20,5
WN,FLL,DEN,17,5
WN,FLL,HOU,6,4
WN,FLL,HOU,10,4
WN,FLL,HOU,19,5
WN,FLL,IND,16,4
WN,FLL,MCI,17,4
WN,FLL,MCO,6,4
WN,FLL,MCO,18,5
WN,FLL,MDW,7,4
WN,FLL,MDW,10,5
WN,FLL,MDW,18,4
WN,FLL,MSY,6,5
WN,FLL,MSY,19,4
WN,FLL,PIT,18,4
WN,FLL,RDU,14,4
WN,FLL,SJU,17,4
WN,FLL,STL,9,4
WN,FLL,STL,18,4
WN,FLL,TPA,7,4
WN,FLL,TPA,19,4
WN,GEG,DEN,6,4
WN,GEG,DEN,13,4
WN,GEG,LAS,13,4
WN,GEG,OAK,5,5
WN,GEG,OAK,16,4
WN,GEG,PHX,11,4
WN,GEG,SJC,12,5
WN,GEG,SMF,7,4
WN,GEG,SMF,16,4
WN,GRR,BWI,14,4
WN,GRR,DEN,16,5
WN,GRR,MDW,7,4
WN,GRR,MDW,12,4
WN,GRR,MDW,19,5
WN,GSP,ATL,6,5
WN,GSP,ATL,12,4
WN,GSP,ATL,17,4
WN,GSP,BWI,15,5
WN,HDN,DEN,10,5
WN,HDN,DEN,14,5
WN,HDN,DEN,17,5
WN,HNL,ITO,6,5
WN,HNL,ITO,10,5
WN,HNL,ITO,14,5
WN,HNL,ITO,17,5
WN,HNL,ITO,19,5
WN,HNL,KOA,6,5
WN,HNL,KOA,8,5
WN,HNL,KOA,12,5
WN,HNL,KOA,13,5
WN,HNL,KOA,15,5
WN,HNL,KOA,18,5
WN,HNL,LAS,9,5
WN,HNL,LAX,12,5
WN,HNL,LGB,12,5
WN,HNL,LIH,6,5
WN,HNL,LIH,9,5
WN,HNL,LIH,12,5
WN,HNL,LIH,14,5
WN,HNL,LIH,16,5
WN,HNL,LIH,18,5
WN,HNL,OAK,10,5
WN,HNL,OAK,14,5
WN,HNL,OGG,6,5
WN,HNL,OGG,7,5
WN,HNL,OGG,9,5
WN,HNL,OGG,11,5
WN,HNL,OGG,13,5
WN,HNL,OGG,14,5
WN,HNL,OGG,16,5
WN,HNL,OGG,17,5
WN,HNL,OGG,18,5
WN,HNL,OGG,19,5
WN,HNL,OGG,20,5
WN,HNL,PHX,8,5
WN,HNL,SAN,8,5
WN,HNL,SAN,14,5
WN,HNL,SJC,8,5
WN,HNL,SJC,14,5
WN,HNL,SMF,15,5
WN,HOU,ABQ,8,5
WN,HOU,ABQ,16,5
WN,HOU,ABQ,21,4
WN,HOU,ATL,6,5
WN,HOU,ATL,8,5
WN,HOU,ATL,12,4
WN,HOU,ATL,16,4
WN,HOU,ATL,19,5
WN,HOU,ATL,20,4
WN,HOU,AUS,8,5
WN,HOU,AUS,10,5
WN,HOU,AUS,12,4
WN,HOU,AUS,18,5
WN,HOU,AUS,21,4
WN,HOU,BHM,11,4
WN,HOU,BHM,21,5
WN,HOU,BNA,7,5
WN,HOU,BNA,9,5
WN,HOU,BNA,13,4
WN,HOU,BNA,17,5
WN,HOU,BNA,20,4
WN,HOU,BUR,14,4
WN,HOU,BWI,6,4
WN,HOU,BWI,10,4
WN,HOU,BWI,16,5
WN,HOU,BWI,20,4
WN,HOU,CMH,16,5
WN,HOU,CRP,9,4
WN,HOU,CRP,13,4
WN,HOU,CRP,18,5
WN,HOU,CRP,21,4
WN,HOU,DAL,6,5
WN,HOU,DAL,7,4
WN,HOU,DAL,8,5
WN,HOU,DAL,9,4
WN,HOU,DAL,10,5
WN,HOU,DAL,12,4
WN,HOU,DAL,14,5
WN,HOU,DAL,16,5
WN,HOU,DAL,18,5
WN,HOU,DAL,19,4
WN,HOU,DAL,20,5
WN,HOU,DAL,21,4
WN,HOU,DCA,6,5
WN,HOU,DCA,10,5
WN,HOU,DCA,19,4
WN,HOU,DEN,5,5
WN,HOU,DEN,6,4
WN,HOU,DEN,8,4
WN,HOU,DEN,13,5
WN,HOU,DEN,15,4
WN,HOU,DEN,16,5
WN,HOU,DEN,19,4
WN,HOU,DEN,21,4
WN,HOU,ECP,8,4
WN,HOU,ELP,9,4
WN,HOU,ELP,16,5
WN,HOU,ELP,21,4
WN,HOU,FLL,6,5
WN,HOU,FLL,14,5
WN,HOU,FLL,19,4
WN,HOU,HRL,9,4
WN,HOU,HRL,13,4
WN,HOU,HRL,17,4
WN,HOU,HRL,21,4
WN,HOU,IND,14,4
WN,HOU,JAN,9,4
WN,HOU,JAN,15,4
WN,HOU,JAN,20,4
WN,HOU,JAX,13,4
WN,HOU,LAS,5,5
WN,HOU,LAS,8,4
WN,HOU,LAS,11,4
WN,HOU,LAS,16,4
WN,HOU,LAS,18,4
WN,HOU,LAS,21,5
WN,HOU,LAX,5,5
WN,HOU,LAX,8,4
WN,HOU,LAX,16,4
WN,HOU,LAX,20,4
WN,HOU,LGA,7,5
WN,HOU,LGA,12,5
WN,HOU,LGA,19,5
WN,HOU,LGB,8,5
WN,HOU,LGB,18,4
WN,HOU,MAF,9,4
WN,HOU,MAF,12,4
WN,HOU,MAF,21,4
WN,HOU,MCI,8,5
WN,HOU,MCI,14,4
WN,HOU,MCI,21,4
WN,HOU,MCO,5,5
WN,HOU,MCO,7,5
WN,HOU,MCO,10,4
WN,HOU,MCO,16,5
WN,HOU,MCO,18,4
WN,HOU,MCO,20,5
WN,HOU,MDW,5,5
WN,HOU,MDW,7,4
WN,HOU,MDW,15,5
WN,HOU,MDW,18,4
WN,HOU,MDW,21,4
WN,HOU,MEM,11,4
WN,HOU,MEM,21,4
WN,HOU,MIA,8,5
WN,HOU,MIA,11,4
WN,HOU,MIA,19,4
WN,HOU,MSY,6,4
WN,HOU,MSY,7,4
WN,HOU,MSY,10,4
WN,HOU,MSY,14,4
WN,HOU,MSY,17,4
WN,HOU,MSY,18,4
WN,HOU,MSY,21,4
WN,HOU,OAK,5,5
WN,HOU,OAK,19,4
WN,HOU,OKC,8,5
WN,HOU,OKC,13,5
WN,HOU,OKC,16,4
WN,HOU,OKC,21,4
WN,HOU,OMA,15,4
WN,HOU,ONT,13,4
WN,HOU,PHX,6,4
WN,HOU,PHX,8,5
WN,HOU,PHX,12,5
WN,HOU,PHX,16,5
WN,HOU,PHX,18,4
WN,HOU,PHX,21,5
WN,HOU,PIT,14,4
WN,HOU,PNS,15,5
WN,HOU,RDU,16,4
WN,HOU,SAN,6,5
WN,HOU,SAN,18,4
WN,HOU,SAT,8,5
WN,HOU,SAT,12,4
WN,HOU,SAT,14,5
WN,HOU,SAT,17,4
WN,HOU,SAT,21,4
WN,HOU,SAV,12,4
WN,HOU,SDF,16,5
WN,HOU,SJC,8,5
WN,HOU,SLC,8,5
WN,HOU,SMF,13,4
WN,HOU,SRQ,10,4
WN,HOU,STL,5,5
WN,HOU,STL,8,4
WN,HOU,STL,19,4
WN,HOU,STL,21,5
WN,HOU,TPA,5,4
WN,HOU,TPA,13,4
WN,HOU,TPA,19,4
WN,HOU,TUL,21,4
WN,HOU,TUS,13,4
WN,HOU,VPS,14,5
WN,HRL,AUS,9,4
WN,HRL,AUS,17,4
WN,HRL,HOU,6,5
WN,HRL,HOU,10,4
WN,HRL,HOU,15,4
WN,HRL,HOU,19,5
WN,IAD,ATL,17,4
WN,IAD,DEN,12,4
WN,IAD,DEN,18,5
WN,IAD,MDW,8,4
WN,IAD,MDW,19,4
WN,IAH,BNA,7,5
WN,IAH,BNA,11,5
WN,IAH,BNA,16,5
WN,IAH,DAL,6,5
WN,IAH,DAL,10,4
WN,IAH,DAL,12,4
WN,IAH,DAL,14,5
WN,IAH,DAL,18,5
WN,IAH,DEN,6,5
WN,IAH,DEN,15,5
WN,IAH,DEN,19,5
WN,IAH,LAS,6,5
WN,IAH,LAS,13,5
WN,IAH,LAS,18,4
WN,IAH,MCO,14,5
WN,IAH,MDW,9,4
WN,IAH,MDW,13,5
WN,IAH,MDW,15,5
WN,ICT,DEN,7,4
WN,ICT,DEN,14,4
WN,ICT,LAS,12,4
WN,ICT,STL,6,4
WN,ICT,STL,17,5
WN,IND,ATL,8,4
WN,IND,ATL,13,5
WN,IND,ATL,19,4
WN,IND,AUS,10,4
WN,IND,BWI,5,5
WN,IND,BWI,12,4
WN,IND,BWI,21,5
WN,IND,DAL,6,4
WN,IND,DAL,17,4
WN,IND,DEN,6,4
WN,IND,DEN,11,4
WN,IND,DEN,14,4
WN,IND,DEN,19,4
WN,IND,DEN,21,4
WN,IND,FLL,8,4
WN,IND,HOU,13,4
WN,IND,LAS,6,5
WN,IND,LAS,13,5
WN,IND,LAS,18,4
WN,IND,MCI,7,4
WN,IND,MCI,15,4
WN,IND,MCO,5,5
WN,IND,MCO,9,4
WN,IND,MCO,12,4
WN,IND,MCO,20,4
WN,IND,PHX,5,5
WN,IND,PHX,16,4
WN,IND,RSW,8,4
WN,IND,RSW,18,4
WN,IND,TPA,10,4
WN,IND,TPA,20,5
WN,ISP,BWI,6,5
WN,ISP,BWI,8,4
WN,ISP,BWI,11,4
WN,ISP,BWI,13,4
WN,ISP,BWI,17,5
WN,ISP,MCO,7,5
WN,ISP,MCO,16,4
WN,ISP,PBI,10,4
WN,ISP,PBI,19,5
WN,ISP,TPA,11,4
WN,ITO,HNL,6,5
WN,ITO,HNL,9,5
WN,ITO,HNL,12,5
WN,ITO,HNL,16,5
WN,ITO,HNL,19,5
WN,JAN,ATL,7,5
WN,JAN,ATL,14,4
WN,JAN,ATL,18,4
WN,JAN,BWI,9,5
WN,JAN,HOU,6,5
WN,JAN,HOU,11,4
WN,JAN,HOU,17,4
WN,JAX,ATL,6,5
WN,JAX,ATL,14,4
WN,JAX,ATL,17,4
WN,JAX,BNA,6,5
WN,JAX,BNA,13,4
WN,JAX,BNA,20,4
WN,JAX,BWI,7,5
WN,JAX,BWI,11,4
WN,JAX,BWI,16,5
WN,JAX,BWI,18,4
WN,JAX,DEN,16,5
WN,JAX,HOU,12,4
WN,JAX,MDW,12,5
WN,JAX,STL,11,4
WN,KOA,HNL,6,5
WN,KOA,HNL,8,5
WN,KOA,HNL,11,5
WN,KOA,HNL,13,5
WN,KOA,HNL,15,5
WN,KOA,HNL,18,5
WN,KOA,LAS,8,5
WN,KOA,OAK,10,5
WN,KOA,OGG,14,5
WN,LAS,ABQ,7,4
WN,LAS,ABQ,9,4
WN,LAS,ABQ,15,4
WN,LAS,ABQ,19,4
WN,LAS,ABQ,21,5
WN,LAS,AMA,8,4
WN,LAS,ATL,6,4
WN,LAS,ATL,17,5
WN,LAS,AUS,5,5
WN,LAS,AUS,8,4
WN,LAS,AUS,11,5
WN,LAS,AUS,15,4
WN,LAS,AUS,18,4
WN,LAS,AUS,19,4
WN,LAS,BHM,11,4
WN,LAS,BLI,13,5
WN,LAS,BNA,5,5
WN,LAS,BNA,10,4
WN,LAS,BNA,13,4
WN,LAS,BNA,19,4
WN,LAS,BOI,9,5
WN,LAS,BOI,15,5
WN,LAS,BOI,20,4
WN,LAS,BUF,11,4
WN,LAS,BUR,6,5
WN,LAS,BUR,7,5
WN,LAS,BUR,8,5
WN,LAS,BUR,11,4
WN,LAS,BUR,12,4
WN,LAS,BUR,14,4
WN,LAS,BUR,16,5
WN,LAS,BUR,17,5
WN,LAS,BUR,19,5
WN,LAS,BWI,5,4
WN,LAS,BWI,9,4
WN,LAS,BWI,15,4
WN,LAS,BWI,17,4
WN,LAS,BZN,9,5
WN,LAS,BZN,17,4
WN,LAS,CMH,9,5
WN,LAS,CMH,17,4
WN,LAS,COS,9,5
WN,LAS,COS,16,5
WN,LAS,COS,19,4
WN,LAS,DAL,5,5
WN,LAS,DAL,6,5
WN,LAS,DAL,8,4
WN,LAS,DAL,9,5
WN,LAS,DAL,12,4
WN,LAS,DAL,13,4
WN,LAS,DAL,16,5
WN,LAS,DAL,17,5
WN,LAS,DAL,18,5
WN,LAS,DEN,5,5
WN,LAS,DEN,6,5
WN,LAS,DEN,7,4
WN,LAS,DEN,8,5
WN,LAS,DEN,10,4
WN,LAS,DEN,12,5
WN,LAS,DEN,15,5
WN,LAS,DEN,16,5
WN,LAS,DEN,17,4
WN,LAS,DEN,18,5
WN,LAS,DEN,20,5
WN,LAS,DEN,21,4
WN,LAS,DSM,11,4
WN,LAS,ELP,9,5
WN,LAS,ELP,16,5
WN,LAS,ELP,21,5
WN,LAS,EUG,14,5
WN,LAS,FAT,9,5
WN,LAS,FAT,14,4
WN,LAS,FAT,16,5
WN,LAS,FAT,20,4
WN,LAS,GEG,13,4
WN,LAS,HNL,9,5
WN,LAS,HOU,5,5
WN,LAS,HOU,7,5
WN,LAS,HOU,9,4
WN,LAS,HOU,15,5
WN,LAS,HOU,17,4
WN,LAS,HOU,19,4
WN,LAS,IAH,8,4
WN,LAS,IAH,12,5
WN,LAS,IAH,18,4
WN,LAS,ICT,12,4
WN,LAS,IND,9,4
WN,LAS,IND,14,4
WN,LAS,IND,17,4
WN,LAS,KOA,13,5
WN,LAS,LAX,7,4
WN,LAS,LAX,8,5
WN,LAS,LAX,10,4
WN,LAS,LAX,12,4
WN,LAS,LAX,13,4
WN,LAS,LAX,16,5
WN,LAS,LAX,18,5
WN,LAS,LAX,21,5
WN,LAS,LBB,10,4
WN,LAS,LGB,7,4
WN,LAS,LGB,8,5
WN,LAS,LGB,10,4
WN,LAS,LGB,12,5
WN,LAS,LGB,16,4
WN,LAS,LGB,18,4
WN,LAS,LGB,20,4
WN,LAS,LIH,10,5
WN,LAS,LIT,13,4
WN,LAS,MAF,18,4
WN,LAS,MCI,6,4
WN,LAS,MCI,9,4
WN,LAS,MCI,11,4
WN,LAS,MCI,17,5
WN,LAS,MCI,20,5
WN,LAS,MCO,13,4
WN,LAS,MDW,5,4
WN,LAS,MDW,6,5
WN,LAS,MDW,10,4
WN,LAS,MDW,11,5
WN,LAS,MDW,13,4
WN,LAS,MDW,15,5
WN,LAS,MDW,16,4
WN,LAS,MDW,17,5
WN,LAS,MDW,19,5
WN,LAS,MKE,10,5
WN,LAS,MKE,13,4
WN,LAS,MKE,19,5
WN,LAS,MSP,13,4
WN,LAS,MSY,11,4
WN,LAS,MSY,18,4
WN,LAS,OAK,5,5
WN,LAS,OAK,7,5
WN,LAS,OAK,8,5
WN,LAS,OAK,9,4
WN,LAS,OAK,11,5
WN,LAS,OAK,13,4
WN,LAS,OAK,15,5
WN,LAS,OAK,16,5
WN,LAS,OAK,18,4
WN,LAS,OAK,19,5
WN,LAS,OAK,20,5
WN,LAS,OAK,21,5
WN,LAS,OGG,9,5
WN,LAS,OKC,9,5
WN,LAS,OKC,18,4
WN,LAS,OMA,8,4
WN,LAS,OMA,14,5
WN,LAS,OMA,19,5
WN,LAS,ONT,7,5
WN,LAS,ONT,8,4
WN,LAS,ONT,10,4
WN,LAS,ONT,15,5
WN,LAS,ONT,19,4
WN,LAS,ONT,21,4
WN,LAS,ORD,8,5
WN,LAS,ORD,17,5
WN,LAS,PDX,6,5
WN,LAS,PDX,13,4
WN,LAS,PDX,17,5
WN,LAS,PDX,21,5
WN,LAS,PHX,6,4
WN,LAS,PHX,7,4
WN,LAS,PHX,9,5
WN,LAS,PHX,11,5
WN,LAS,PHX,14,4
WN,LAS,PHX,15,4
WN,LAS,PHX,16,5
WN,LAS,PHX,18,5
WN,LAS,PHX,20,4
WN,LAS,PHX,21,5
WN,LAS,PHX,22,5
WN,LAS,PIT,12,4
WN,LAS,PSP,10,4
WN,LAS,PSP,14,5
WN,LAS,PSP,20,4
WN,LAS,RNO,6,5
WN,LAS,RNO,7,5
WN,LAS,RNO,9,5
WN,LAS,RNO,12,4
WN,LAS,RNO,13,5
WN,LAS,RNO,14,5
WN,LAS,RNO,16,5
WN,LAS,RNO,18,4
WN,LAS,RNO,19,5
WN,LAS,RNO,20,5
WN,LAS,RNO,21,4
WN,LAS,SAN,6,5
WN,LAS,SAN,7,9
WN,LAS,SAN,9,5
WN,LAS,SAN,11,5
WN,LAS,SAN,13,6
WN,LAS,SAN,14,8
WN,LAS,SAN,16,6
WN,LAS,SAN,18,4
WN,LAS,SAN,19,5
WN,LAS,SAN,20,5
WN,LAS,SAN,21,5
WN,LAS,SAT,6,4
WN,LAS,SAT,10,4
WN,LAS,SAT,17,4
WN,LAS,SAT,20,4
WN,LAS,SBA,10,4
WN,LAS,SBA,15,4
WN,LAS,SBA,20,4
WN,LAS,SDF,10,4
WN,LAS,SEA,9,4
WN,LAS,SEA,14,4
WN,LAS,SEA,20,4
WN,LAS,SFO,5,4
WN,LAS,SFO,10,5
WN,LAS,SFO,16,4
WN,LAS,SFO,20,4
WN,LAS,SJC,5,4
WN,LAS,SJC,7,5
WN,LAS,SJC,8,5
WN,LAS,SJC,10,4
WN,LAS,SJC,11,2
WN,LAS,SJC,12,4
WN,LAS,SJC,14,4
WN,LAS,SJC,15,5
WN,LAS,SJC,16,5
WN,LAS,SJC,18,4
WN,LAS,SJC,20,5
WN,LAS,SJC,21,5
WN,LAS,SLC,6,4
WN,LAS,SLC,8,5
WN,LAS,SLC,12,4
WN,LAS,SLC,18,4
WN,LAS,SLC,20,4
WN,LAS,SMF,5,5
WN,LAS,SMF,6,4
WN,LAS,SMF,8,5
WN,LAS,SMF,9,4
WN,LAS,SMF,10,4
WN,LAS,SMF,12,4
WN,LAS,SMF,14,5
WN,LAS,SMF,17,4
WN,LAS,SMF,18,5
WN,LAS,SMF,19,5
WN,LAS,SMF,20,5
WN,LAS,SMF,21,4
WN,LAS,SNA,6,4
WN,LAS,SNA,8,5
WN,LAS,SNA,10,4
WN,LAS,SNA,12,4
WN,LAS,SNA,14,4
WN,LAS,SNA,16,4
WN,LAS,SNA,18,5
WN,LAS,SNA,20,5
WN,LAS,SNA,21,5
WN,LAS,STL,6,4
WN,LAS,STL,8,5
WN,LAS,STL,13,4
WN,LAS,STL,16,4
WN,LAS,STL,19,4
WN,LAS,TPA,13,4
WN,LAS,TUL,11,4
WN,LAS,TUL,17,4
WN,LAS,TUS,8,4
WN,LAS,TUS,13,4
WN,LAS,TUS,15,5
WN,LAS,TUS,21,5
WN,LAX,ABQ,10,4
WN,LAX,AUS,5,5
WN,LAX,AUS,9,5
WN,LAX,AUS,13,5
WN,LAX,AUS,19,5
WN,LAX,BNA,6,4
WN,LAX,BNA,16,4
WN,LAX,BWI,5,5
WN,LAX,BWI,17,4
WN,LAX,DAL,5,5
WN,LAX,DAL,7,4
WN,LAX,DAL,10,4
WN,LAX,DAL,16,4
WN,LAX,DAL,17,4
WN,LAX,DEN,5,5
WN,LAX,DEN,6,5
WN,LAX,DEN,9,4
WN,LAX,DEN,11,4
WN,LAX,DEN,15,4
WN,LAX,DEN,16,5
WN,LAX,DEN,20,4
WN,LAX,ELP,10,4
WN,LAX,HNL,7,5
WN,LAX,HOU,5,5
WN,LAX,HOU,8,5
WN,LAX,HOU,14,4
WN,LAX,HOU,19,4
WN,LAX,LAS,6,4
WN,LAX,LAS,8,4
WN,LAX,LAS,9,4
WN,LAX,LAS,11,4
WN,LAX,LAS,15,5
WN,LAX,LAS,17,4
WN,LAX,LAS,20,5
WN,LAX,LAS,21,4
WN,LAX,MCI,6,4
WN,LAX,MCI,18,4
WN,LAX,MDW,5,5
WN,LAX,MDW,10,4
WN,LAX,MDW,14,4
WN,LAX,MDW,19,5
WN,LAX,MSY,7,4
WN,LAX,OAK,7,4
WN,LAX,OAK,8,5
WN,LAX,OAK,10,5
WN,LAX,OAK,12,5
WN,LAX,OAK,14,5
WN,LAX,OAK,17,4
WN,LAX,OAK,18,5
WN,LAX,OAK,20,5
WN,LAX,OGG,8,5
WN,LAX,PHX,6,4
WN,LAX,PHX,9,4
WN,LAX,PHX,12,5
WN,LAX,PHX,16,5
WN,LAX,PHX,19,5
WN,LAX,PHX,20,4
WN,LAX,RNO,16,4
WN,LAX,SAT,10,4
WN,LAX,SFO,8,4
WN,LAX,SFO,13,4
WN,LAX,SFO,18,4
WN,LAX,SFO,20,5
WN,LAX,SJC,6,4
WN,LAX,SJC,8,4
WN,LAX,SJC,12,5
WN,LAX,SJC,15,4
WN,LAX,SJC,19,4
WN,LAX,SLC,7,4
WN,LAX,SMF,6,5
WN,LAX,SMF,8,4
WN,LAX,SMF,12,5
WN,LAX,SMF,16,5
WN,LAX,SMF,20,5
WN,LAX,STL,5,4
WN,LAX,STL,14,4
WN,LAX,STL,18,4
WN,LAX,TUS,11,4
WN,LBB,AUS,7,4
WN,LBB,DAL,5,5
WN,LBB,DAL,10,5
WN,LBB,DAL,12,5
WN,LBB,DAL,16,4
WN,LBB,DAL,19,5
WN,LBB,DEN,14,5
WN,LBB,LAS,17,5
WN,LGA,ATL,7,5
WN,LGA,ATL,10,5
WN,LGA,ATL,14,5
WN,LGA,ATL,17,5
WN,LGA,BNA,9,5
WN,LGA,BNA,13,5
WN,LGA,BNA,16,5
WN,LGA,BNA,18,5
WN,LGA,DAL,6,5
WN,LGA,DAL,11,5
WN,LGA,DAL,16,5
WN,LGA,DAL,20,5
WN,LGA,DEN,6,5
WN,LGA,DEN,12,5
WN,LGA,DEN,17,5
WN,LGA,DEN,20,5
WN,LGA,HOU,6,5
WN,LGA,HOU,13,5
WN,LGA,HOU,17,5
WN,LGA,MCI,9,5
WN,LGA,MCI,16,5
WN,LGA,MDW,6,5
WN,LGA,MDW,9,5
WN,LGA,MDW,11,5
WN,LGA,MDW,14,5
WN,LGA,MDW,15,5
WN,LGA,MDW,17,5
WN,LGA,MDW,18,5
WN,LGA,MDW,21,5
WN,LGA,MSY,14,5
WN,LGA,STL,7,5
WN,LGA,STL,10,5
WN,LGA,STL,15,5
WN,LGA,STL,18,5
WN,LGA,TPA,18,5
WN,LGB,ABQ,11,4
WN,LGB,AUS,8,5
WN,LGB,AUS,13,4
WN,LGB,BNA,9,5
WN,LGB,COS,10,4
WN,LGB,DAL,7,5
WN,LGB,DAL,12,4
WN,LGB,DEN,7,4
WN,LGB,DEN,12,4
WN,LGB,DEN,16,4
WN,LGB,ELP,15,4
WN,LGB,HNL,11,5
WN,LGB,HOU,9,4
WN,LGB,HOU,15,4
WN,LGB,LAS,7,5
WN,LGB,LAS,8,4
WN,LGB,LAS,10,4
WN,LGB,LAS,14,4
WN,LGB,LAS,15,4
WN,LGB,LAS,18,5
WN,LGB,LAS,19,5
WN,LGB,MCI,14,4
WN,LGB,MDW,6,5
WN,LGB,MDW,12,5
WN,LGB,OAK,7,4
WN,LGB,OAK,9,4
WN,LGB,OAK,14,4
WN,LGB,OAK,18,5
WN,LGB,OAK,20,4
WN,LGB,PHX,6,4
WN,LGB,PHX,10,5
WN,LGB,PHX,15,5
WN,LGB,RNO,12,4
WN,LGB,RNO,19,4
WN,LGB,SJC,8,4
WN,LGB,SJC,13,4
WN,LGB,SJC,16,5
WN,LGB,SJC,20,4
WN,LGB,SLC,15,4
WN,LGB,SMF,8,4
WN,LGB,SMF,11,4
WN,LGB,SMF,14,4
WN,LGB,SMF,18,4
WN,LGB,SMF,20,5
WN,LGB,STL,11,4
WN,LIH,HNL,6,5
WN,LIH,HNL,8,5
WN,LIH,HNL,11,5
WN,LIH,HNL,14,5
WN,LIH,HNL,16,5
WN,LIH,HNL,18,5
WN,LIH,LAS,7,5
WN,LIH,OAK,9,5
WN,LIH,OGG,15,5
WN,LIT,ATL,13,4
WN,LIT,DAL,7,4
WN,LIT,DAL,14,4
WN,LIT,DAL,18,4
WN,LIT,DEN,12,4
WN,LIT,LAS,16,4
WN,LIT,STL,6,4
WN,LIT,STL,17,5
WN,MAF,AUS,7,5
WN,MAF,DAL,6,4
WN,MAF,DAL,10,5
WN,MAF,DAL,13,4
WN,MAF,DAL,15,5
WN,MAF,DAL,19,5
WN,MAF,DEN,14,5
WN,MAF,HOU,5,4
WN,MAF,HOU,11,4
WN,MAF,HOU,18,4
WN,MAF,LAS,17,5
WN,MCI,ABQ,13,4
WN,MCI,ATL,7,4
WN,MCI,ATL,10,4
WN,MCI,ATL,18,5
WN,MCI,AUS,9,4
WN,MCI,AUS,18,4
WN,MCI,BNA,7,5
WN,MCI,BNA,12,4
WN,MCI,BNA,17,4
WN,MCI,BWI,6,4
WN,MCI,BWI,17,5
WN,MCI,DAL,6,4
WN,MCI,DAL,9,5
WN,MCI,DAL,12,4
WN,MCI,DAL,14,4
WN,MCI,DAL,19,5
WN,MCI,DAL,21,5
WN,MCI,DCA,8,5
WN,MCI,DCA,12,5
WN,MCI,DCA,17,5
WN,MCI,DEN,6,5
WN,MCI,DEN,8,5
WN,MCI,DEN,10,5
WN,MCI,DEN,13,4
WN,MCI,DEN,15,4
WN,MCI,DEN,17,5
WN,MCI,DEN,20,5
WN,MCI,DEN,21,4
WN,MCI,FLL,14,5
WN,MCI,HOU,5,5
WN,MCI,HOU,13,4
WN,MCI,HOU,18,4
WN,MCI,IND,10,4
WN,MCI,IND,19,4
WN,MCI,LAS,5,4
WN,MCI,LAS,10,5
WN,MCI,LAS,15,4
WN,MCI,LAS,18,4
WN,MCI,LAS,21,4
WN,MCI,LAX,6,4
WN,MCI,LAX,21,5
WN,MCI,LGA,10,5
WN,MCI,LGA,16,4
WN,MCI,LGB,12,4
WN,MCI,MCO,6,5
WN,MCI,MCO,12,5
WN,MCI,MCO,18,4
WN,MCI,MDW,5,5
WN,MCI,MDW,8,4
WN,MCI,MDW,11,4
WN,MCI,MDW,15,4
WN,MCI,MDW,16,4
WN,MCI,MDW,19,4
WN,MCI,MDW,20,5
WN,MCI,MKE,9,4
WN,MCI,MKE,19,4
WN,MCI,MSP,10,4
WN,MCI,MSP,19,4
WN,MCI,MSY,16,4
WN,MCI,OAK,11,4
WN,MCI,PHX,6,4
WN,MCI,PHX,11,5
WN,MCI,PHX,13,4
WN,MCI,PHX,16,5
WN,MCI,PHX,19,5
WN,MCI,SAN,7,4
WN,MCI,SAN,17,4
WN,MCI,SAT,15,4
WN,MCI,STL,6,5
WN,MCI,STL,11,4
WN,MCI,STL,17,4
WN,MCI,TPA,14,4
WN,MCO,ALB,7,4
WN,MCO,ALB,15,5
WN,MCO,ATL,6,5
WN,MCO,ATL,10,4
WN,MCO,ATL,12,4
WN,MCO,ATL,14,5
WN,MCO,ATL,20,4
WN,MCO,ATL,21,4
WN,MCO,AUS,6,5
WN,MCO,AUS,8,4
WN,MCO,AUS,12,4
WN,MCO,AUS,15,4
WN,MCO,AUS,20,4
WN,MCO,BDL,9,4
WN,MCO,BDL,20,5
WN,MCO,BHM,9,5
WN,MCO,BHM,17,5
WN,MCO,BNA,7,4
WN,MCO,BNA,9,5
WN,MCO,BNA,14,4
WN,MCO,BNA,18,4
WN,MCO,BNA,21,4
WN,MCO,BUF,8,4
WN,MCO,BUF,12,4
WN,MCO,BUF,18,4
WN,MCO,BWI,6,5
WN,MCO,BWI,7,5
WN,MCO,BWI,8,5
WN,MCO,BWI,9,4
WN,MCO,BWI,10,4
WN,MCO,BWI,12,5
WN,MCO,BWI,15,5
WN,MCO,BWI,17,4
WN,MCO,BWI,19,4
WN,MCO,BWI,20,5
WN,MCO,BWI,21,5
WN,MCO,CMH,7,5
WN,MCO,CMH,10,4
WN,MCO,CMH,17,4
WN,MCO,CMH,20,4
WN,MCO,DAL,6,5
WN,MCO,DAL,8,4
WN,MCO,DAL,9,5
WN,MCO,DAL,12,5
WN,MCO,DAL,14,4
WN,MCO,DAL,16,4
WN,MCO,DAL,18,5
WN,MCO,DAL,21,4
WN,MCO,DCA,11,4
WN,MCO,DCA,14,5
WN,MCO,DCA,19,5
WN,MCO,DEN,6,5
WN,MCO,DEN,8,4
WN,MCO,DEN,12,5
WN,MCO,DEN,16,5
WN,MCO,DEN,20,4
WN,MCO,FLL,9,4
WN,MCO,FLL,21,5
